D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_649.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_649.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_649.jpg,0,1,0,3.603348
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_718.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_718.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_718.jpg,0,1,0,4.296552
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_787.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_787.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_787.jpg,0,1,0,5.22719
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_855.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_855.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_855.jpg,0,1,0,5.920802
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_924.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_924.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_924.jpg,0,1,0,6.610436
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_27_995.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_27_995.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_27_995.jpg,0,1,0,7.523681
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_062.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_062.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_062.jpg,-0.15,1,0,8.198849
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_132.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_132.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_132.jpg,-0.35,1,0,9.071459
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_202.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_202.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_202.jpg,-0.5000001,1,0,9.703366
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_273.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_273.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_273.jpg,-0.7,1,0,10.51241
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_343.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_343.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_343.jpg,-0.8500001,1,0,11.09035
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_411.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_411.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_411.jpg,0,1,0,11.68506
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_486.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_486.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_486.jpg,0,1,0,12.45491
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_558.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_558.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_558.jpg,0,1,0,13.29698
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_629.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_629.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_629.jpg,0,1,0,14.17541
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_701.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_701.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_701.jpg,0,1,0,14.52381
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_772.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_772.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_772.jpg,0,1,0,15.40327
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_843.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_843.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_843.jpg,-0.1,1,0,16.28544
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_914.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_914.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_914.jpg,-0.3,1,0,17.07401
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_28_985.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_28_985.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_28_985.jpg,-0.45,1,0,17.44345
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_056.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_056.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_056.jpg,-0.6500001,1,0,18.16353
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_125.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_125.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_125.jpg,-0.8000001,1,0,18.77939
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_198.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_198.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_198.jpg,0,1,0,19.41842
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_272.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_272.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_272.jpg,0,1,0,20.17819
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_343.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_343.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_343.jpg,0,1,0,20.76257
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_416.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_416.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_416.jpg,0,1,0,21.56129
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_488.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_488.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_488.jpg,0,1,0,22.35661
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_559.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_559.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_559.jpg,0,1,0,22.95449
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_630.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_630.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_630.jpg,0,1,0,23.73507
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_701.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_701.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_701.jpg,0,1,0,24.31707
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_773.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_773.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_773.jpg,0,1,0,25.08922
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_844.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_844.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_844.jpg,0,1,0,25.6645
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_917.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_917.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_917.jpg,0,1,0,26.42451
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_29_988.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_29_988.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_29_988.jpg,-0.1,1,0,27.1766
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_058.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_058.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_058.jpg,-0.25,1,0,27.7088
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_129.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_129.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_129.jpg,-0.45,1,0,28.34378
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_199.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_199.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_199.jpg,0,1,0,28.88242
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_271.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_271.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_271.jpg,0,1,0,29.61208
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_341.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_341.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_341.jpg,0,1,0,30.15848
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_411.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_411.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_411.jpg,0,1,0,30.19021
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_481.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_481.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_481.jpg,-0.15,1,0,30.18553
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_551.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_551.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_551.jpg,-0.35,1,0,30.16518
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_620.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_620.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_620.jpg,-0.5000001,1,0,30.14625
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_690.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_690.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_690.jpg,0,1,0,30.18748
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_762.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_762.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_762.jpg,0,1,0,30.18944
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_833.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_833.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_833.jpg,0,1,0,30.19012
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_908.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_908.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_908.jpg,0,1,0,30.1903
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_30_976.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_30_976.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_30_976.jpg,-0.1,1,0,30.18834
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_047.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_047.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_047.jpg,-0.3,1,0,30.17015
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_123.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_123.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_123.jpg,-0.45,1,0,30.15215
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_193.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_193.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_193.jpg,0,1,0,30.18347
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_261.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_261.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_261.jpg,0,1,0,30.18791
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_331.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_331.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_331.jpg,0,1,0,30.18991
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_398.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_398.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_398.jpg,0,1,0,30.19017
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_467.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_467.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_467.jpg,0,1,0,30.19031
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_536.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_536.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_536.jpg,0,1,0,30.19028
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_604.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_604.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_604.jpg,0,1,0,30.19031
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_673.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_673.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_673.jpg,-0.2,1,0,30.18011
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_740.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_740.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_740.jpg,-0.35,1,0,30.16371
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_811.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_811.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_811.jpg,0,1,0,30.18746
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_881.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_881.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_881.jpg,0,1,0,30.18967
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_31_952.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_31_952.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_31_952.jpg,0,1,0,30.19026
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_022.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_022.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_022.jpg,0,1,0,30.19039
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_093.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_093.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_093.jpg,0,1,0,30.1903
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_169.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_169.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_169.jpg,-0.1,1,0,30.18795
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_243.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_243.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_243.jpg,-0.25,1,0,30.17515
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_316.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_316.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_316.jpg,-0.45,1,0,30.15172
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_389.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_389.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_389.jpg,0,1,0,30.18553
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_463.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_463.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_463.jpg,0,1,0,30.189
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_536.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_536.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_536.jpg,0,1,0,30.19005
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_609.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_609.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_609.jpg,0,1,0,30.19052
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_681.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_681.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_681.jpg,0,1,0,30.19026
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_755.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_755.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_755.jpg,-0.05,1,0,30.18982
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_832.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_832.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_832.jpg,-0.25,1,0,30.1753
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_900.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_900.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_900.jpg,-0.4,1,0,30.15786
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_32_970.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_32_970.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_32_970.jpg,0,1,0,30.18908
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_044.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_044.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_044.jpg,0,1,0,30.18983
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_121.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_121.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_121.jpg,0,1,0,30.19022
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_197.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_197.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_197.jpg,-0.15,1,0,30.18548
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_267.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_267.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_267.jpg,-0.35,1,0,30.16474
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_333.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_333.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_333.jpg,0,1,0,30.18883
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_410.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_410.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_410.jpg,0,1,0,30.1897
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_481.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_481.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_481.jpg,0,1,0,30.19003
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_554.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_554.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_554.jpg,0,1,0,30.19025
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_628.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_628.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_628.jpg,0,1,0,30.19032
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_702.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_702.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_702.jpg,0,1,0,30.1904
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_778.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_778.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_778.jpg,0,1,0,30.19031
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_853.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_853.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_853.jpg,0,1,0,30.1903
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_33_929.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_33_929.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_33_929.jpg,0,1,0,30.19031
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_34_002.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_34_002.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_34_002.jpg,-0.15,1,0,30.18422
D:\clg_stuff\self_driving_car\IMG\center_2024_02_16_00_52_34_075.jpg,D:\clg_stuff\self_driving_car\IMG\left_2024_02_16_00_52_34_075.jpg,D:\clg_stuff\self_driving_car\IMG\right_2024_02_16_00_52_34_075.jpg,-0.35,1,0,30.16346
